??,??,??????????,?????????????,????????????,?????????,?????????,????????,?????????,???????,????,???????,??????,??????,????
??,????,??,??????,122190,???,???,????????,2022-12-06,20,??????,??????,20??,???,????
??,????,??,??????,122190,???,???,????????,2022-12-15,08,??????,??????,10??,???,????
??,????,??,??????,122190,???,???,?????,2022-01-04,22,???????????????????,??????,30??,???,????
??,????,??,??????,122190,???,???,?????,2022-09-24,12,???????????????????,??????,20??,???,????
??,????,??,??????,122190,???,???,?????,2022-08-03,15,???,??????,30??,???,????
??,????,??,??????,122190,???,???,?????,2022-01-31,15,???,??????,10??,???,????
??,????,??,??????,122190,???,???,?????,2022-02-16,18,???,??????,10??,???,????
??,????,??,??????,122190,???,???,?????,2022-03-18,21,???,??????,10??,???,????
??,????,??,??????,122190,???,???,?????,2022-06-13,17,???,??????,10??,???,????
??,????,??,??????,122190,???,???,?????,2022-07-28,13,???,??????,10??,???,????
??,????,??,??????,122190,???,???,?????,2022-09-01,16,???,???,10??,???,????
??,????,??,??????,122190,???,???,?????,2022-09-04,12,???,??????,20??,???,????
??,????,??,??????,122190,???,???,?????,2022-09-26,17,???,??????,40??,???,????
??,????,??,??????,122190,???,???,?????,2022-12-20,14,???,??????,10??,???,????
??,????,??,??????,122190,???,???,?????,2022-05-01,15,???,??????,10??,???,????
??,????,??,??????,122190,???,???,?????,2022-10-08,17,???,??????,10??,???,????
??,????,??,??????,122190,???,???,????????,2022-04-14,20,???????????????????,??????,10??,???,????
??,????,??,??????,122190,???,???,????????,2022-06-04,17,???????????????????,???,10??,???,????
??,????,??,??????,122190,???,???,????????,2022-08-10,09,???????????????????,???,10??,???,????
??,????,??,??????,122190,???,???,????????,2022-09-12,17,???????????????????,??????,20??,???,????
??,????,??,?????,122190,???,???,???,2022-08-11,12,???,??????,10??,???,????
??,????,??,???????,122190,???,???,???,2022-10-16,18,???????????????????,??????,10??,???,????
??,????,??,???????,122190,???,???,??,2022-07-18,12,???????????????????,???,20??,???,????
??,????,??,???????,122190,???,???,??,2022-08-05,18,???????????????????,???,10??,???,????
??,????,??,???????,122190,???,???,??,2022-10-12,20,???????????????????,??????,20??,???,????
??,????,??,???????,122190,???,???,??,2022-12-23,09,?????,???,30??,???,????
??,????,??,???????,122190,???,???,???,2022-04-23,23,???????????????????,??????,30??,???,????
??,????,??,???????,122190,???,???,???,2022-05-30,15,??????????,??????,50??,???,????
??,????,??,???????,122190,???,???,???,2022-07-17,17,?????,???,60-64?,???,????
??,????,??,???????,122190,???,???,???,2022-10-22,08,???????????????????,??????,30??,???,????
??,????,??,???????,122190,???,???,???,2022-11-23,20,???,??????,10??,???,????
??,????,??,???????,122190,???,???,???,2022-11-28,02,???????????????????,???,20??,???,????
??,????,??,???????,122190,???,???,??,2021-12-31,08,???????????????????,???,20??,???,????
??,????,??,???????,122190,???,???,??,2022-01-23,14,???,???,10??,???,????
??,????,??,???????,122190,???,???,??,2022-01-25,11,???,??????,60-64?,???,????
??,????,??,???????,122190,???,???,??,2022-02-06,16,???????????????????,???,20??,???,????
??,????,??,???????,122190,???,???,??,2022-02-11,07,???,??????,20??,???,????
??,????,??,???????,122190,???,???,??,2022-02-19,04,???????????????????,??????,50??,???,????
??,????,??,???????,122190,???,???,??,2022-02-23,19,?????,??????,40??,???,????
??,????,??,???????,122190,???,???,??,2022-03-27,05,???,???,65-69?,???,????
??,????,??,???????,122190,???,???,??,2022-04-09,07,??????,??????,10??,???,????
??,????,??,???????,122190,???,???,??,2022-04-11,07,??????,??????,10??,???,????
??,????,??,???????,122190,???,???,??,2022-04-23,07,??????,??????,10??,???,????
??,????,??,???????,122190,???,???,??,2022-04-25,08,???,??????,70???,???,????
??,????,??,???????,122190,???,???,??,2022-05-24,15,???????????????????,???,10??,???,????
??,????,??,???????,122190,???,???,??,2022-06-01,23,??????????,??????,10??,???,????
??,????,??,???????,122190,???,???,??,2022-06-23,17,???,??????,10??,???,????
??,????,??,???????,122190,???,???,??,2022-06-24,19,???,??????,10??,???,????
??,????,??,???????,122190,???,???,??,2022-07-12,12,???,???,20??,???,????
??,????,??,???????,122190,???,???,??,2022-07-15,21,???????????????????,??????,20??,???,????
??,????,??,???????,122190,???,???,??,2022-07-25,15,?????,???,50??,???,????
??,????,??,???????,122190,???,???,??,2022-07-30,18,??????,??????,40??,???,????
??,????,??,???????,122190,???,???,??,2022-07-30,22,??????,??????,10??,???,????
??,????,??,???????,122190,???,???,??,2022-09-24,12,??????????,??????,10??,???,????
??,????,??,???????,122190,???,???,??,2022-09-29,07,???,???,20??,???,????
??,????,??,???????,122190,???,???,??,2022-10-01,16,???,???,70???,???,????
??,????,??,???????,122190,???,???,??,2022-10-08,12,??????,??????,10??,???,????
??,????,??,???????,122190,???,???,??,2022-10-10,06,???,???,40??,???,????
??,????,??,???????,122190,???,???,??,2022-10-11,09,??????,??????,20??,???,????
??,????,??,???????,122190,???,???,??,2022-10-11,13,???,??????,70???,???,????
??,????,??,???????,122190,???,???,??,2022-10-11,15,???????????????????,??????,10??,???,????
??,????,??,???????,122190,???,???,??,2022-10-11,15,???????????????????,??????,20??,???,????
??,????,??,???????,122190,???,???,??,2022-10-15,07,???,??????,20??,???,????
??,????,??,???????,122190,???,???,??,2022-10-30,13,???????????????????,???,20??,???,????
??,????,??,???????,122190,???,???,??,2022-11-01,16,?????,???,70???,???,????
??,????,??,???????,122190,???,???,??,2022-11-25,07,??????,??????,10??,???,????
??,????,??,???????,122190,???,???,??,2022-11-25,18,???,???,10??,???,????
??,????,??,???????,122190,???,???,??,2022-12-13,17,?????,???,70???,???,????
??,????,??,???????,122190,???,???,??,2022-12-16,07,???,??????,20??,???,????
??,????,??,???????,122190,???,???,??,2022-12-23,06,??????,??????,10??,???,????
??,????,??,???????,122190,???,???,??,??,??,???????????????????,??????,30??,???,????
??,????,??,???????,122190,???,???,??,??,??,???????????????????,??????,30??,???,????
??,????,??,???????,122190,???,???,??,??,??,??????,??????,30??,???,????
??,????,??,???????,122190,???,???,??,??,??,??????,??????,65-69?,???,????
??,????,??,???????,122190,???,???,???????,2022-06-27,21,???????????????????,??????,10??,???,????
??,????,??,???????,122190,???,???,???????,2022-10-26,16,???????????????????,??????,20??,???,????
??,????,??,??????,122190,???,???,??,2022-09-20,07,???,??????,10??,???,????
??,????,??,??????,122190,???,???,??,2022-01-16,19,???????????????????,??????,10??,???,????
??,????,??,??????,122190,???,???,??,2022-09-08,12,??????,??????,10??,???,????
??,????,??,??????,122190,???,???,??,2022-10-11,17,???????????????????,??????,20??,???,????
??,????,??,??????,122190,???,???,?????,2022-11-25,17,???,??????,10??,???,????
??,????,??,??????,122190,???,???,?????,2022-11-27,17,???????????????????,??????,30??,???,????
??,????,??,??????,122190,???,???,?????,??,??,?????,???,30??,???,????
??,????,??,??????,122190,???,???,?????????,2022-05-14,06,???????????????????,??????,40??,???,????
??,????,??,??????,122190,???,???,?????,2022-04-16,07,?????,???,10??,???,????
??,????,??,??????,122190,???,???,?????,2022-09-03,18,???????????????????,??????,20??,???,????
??,????,??,??????,122190,???,???,????????,2022-02-16,18,???,??????,70???,???,????
??,????,??,??????,122190,???,???,????????,2022-10-08,13,???,???,10??,???,????
??,????,??,??????,122190,???,???,????????,??,??,?????,??????,40??,???,????
??,????,??,????,122190,???,???,??,2022-01-22,03,???,??????,10??,???,????
??,????,??,????,122190,???,???,??,2022-02-04,10,???????????????????,??????,50??,???,????
??,????,??,????,122190,???,???,??,2022-04-01,17,???????????????????,???,20??,???,????
??,????,??,????,122190,???,???,??,2022-04-09,07,??????????,??????,40??,???,????
??,????,??,????,122190,???,???,??,2022-05-27,19,???,??????,10??,???,????
??,????,??,????,122190,???,???,??,2022-06-02,14,???,??????,10??,???,????
??,????,??,????,122190,???,???,??,2022-06-15,21,???????????????????,??????,30??,???,????
??,????,??,????,122190,???,???,??,2022-07-22,18,???,???,10??,???,????
??,????,??,????,122190,???,???,??,2022-08-15,21,???????????????????,??????,30??,???,????
??,????,??,????,122190,???,???,??,2022-08-31,12,???,??????,10??,???,????
??,????,??,????,122190,???,???,??,2022-09-14,22,???,??????,10??,???,????
??,????,??,????,122190,???,???,??,2022-10-17,20,???,??????,40??,???,????
??,????,??,????,122190,???,???,??,2022-10-19,08,???????????????????,??????,20??,???,????
??,????,??,????,122190,???,???,??,2022-10-19,11,???????????????????,??????,60-64?,???,????
??,????,??,????,122190,???,???,??,2022-12-12,11,???,??????,10??,???,????
??,????,??,????,122190,???,???,??,2022-12-18,10,?????,???,10??,???,????
??,????,??,????,122190,???,???,??,??,??,??????,??????,50??,???,????
??,????,??,????,122190,???,???,????,2022-08-23,17,???,???,30??,???,????
??,????,??,????,122190,???,???,?????,2022-10-10,21,?????,???,40??,???,????
??,????,??,????,122190,???,???,?????,2022-03-29,10,?????,???,40??,???,????
??,????,??,????,122190,???,???,??????,2022-05-23,07,??????,??????,10??,???,????
??,????,??,????,122190,???,???,??????,2022-05-25,08,??????,??????,20??,???,????
??,????,??,????,122190,???,???,??????,2022-06-17,16,??????,??????,10??,???,????
??,????,??,????,122190,???,???,??????,2022-06-23,15,???,??????,10??,???,????
??,????,??,????,122190,???,???,??????,2022-06-26,13,??????,??????,10??,???,????
??,????,??,????,122190,???,???,??????,2022-07-23,16,???,???,10??,???,????
??,????,??,????,122190,???,???,??????,2022-10-11,14,???,??????,70???,???,????
??,????,??,????,122190,???,???,??????,2022-05-29,23,?????,???,10??,???,????
??,????,??,????,122190,???,???,??????,2022-05-27,14,???,??????,20??,???,????
??,????,??,????,122190,???,???,??????,2022-07-19,17,???????????????????,???,10??,???,????
??,????,??,????,122190,???,???,??????,2022-07-31,16,???,??????,10??,???,????
??,????,??,????,122190,???,???,??????,2022-10-22,17,???,??????,20??,???,????
??,????,??,????,122190,???,???,??????,2022-10-22,20,???,??????,10??,???,????
??,????,??,????,122190,???,???,??????,2022-11-15,18,???????????????????,??????,10??,???,????
??,????,??,????,122190,???,???,??????,2022-12-04,10,???,??????,10??,???,????
??,????,??,????,122190,???,???,??????,??,??,???,???,20??,???,????
??,????,??,??????,122190,???,???,???,2022-01-09,13,?????,??????,70???,???,????
??,????,??,????,122190,???,???,??,2022-11-08,17,???,??????,50??,???,????
??,????,??,????,122190,???,???,?????,2022-10-15,11,???????????????????,??????,10??,???,????
??,????,??,????,122190,???,???,?????,2021-11-07,11,???????????????????,??????,20??,???,????
??,????,??,????,122190,???,???,?????,2022-05-03,12,???????????????????,??????,10??,???,????
??,????,??,????,122190,???,???,??,2022-02-03,17,??????????,???,20??,???,????
??,????,??,????,122190,???,???,??,2022-08-01,16,???,??????,40??,???,????
??,????,??,????,122190,???,???,??,2022-09-12,09,??????????,??????,20??,???,????
??,????,??,????,122190,???,???,??????,2022-05-03,17,???????????????????,??????,30??,???,????
??,????,??,????,122190,???,???,???,2021-12-17,17,?????,???,10??,???,????
??,????,??,????,122190,???,???,???,2022-02-25,17,???????????????????,??????,10??,???,????
??,????,??,????,122190,???,???,???,2022-03-13,15,???????????????????,??????,70???,???,????
??,????,??,????,122190,???,???,???,2022-03-30,21,???????????????????,??????,70???,???,????
??,????,??,????,122190,???,???,???,2022-07-22,18,??????????,??????,20??,???,????
??,????,??,????,122190,???,???,???,??,??,?????,??????,70???,???,????
??,????,??,????,122190,???,???,???????,2022-09-05,10,???,??????,70???,???,????
??,????,??,????,122190,???,???,???????,2022-12-19,13,???,???,20??,???,????
??,????,??,????,122190,???,???,??,??,??,???????????????????,??????,10??,???,????
??,????,??,????,122190,???,???,??,2022-05-15,23,??????????,??????,10??,???,????
??,????,??,????,122190,???,???,??,2022-05-18,19,??????????,??????,50??,???,????
??,????,??,????,122190,???,???,??,2022-09-26,07,??????????,??????,40??,???,????
??,????,??,????,122190,???,???,??,2022-09-26,13,??????????,??????,50??,???,????
??,????,??,????,122190,???,???,??,2022-09-26,20,??????????,??????,10??,???,????
??,????,??,????,122190,???,???,??,2022-10-01,23,??????????,??????,10??,???,????
??,????,??,????,122190,???,???,??,2022-10-02,12,??????????,??????,30??,???,????
??,????,??,????,122190,???,???,??,2022-11-02,17,???????????????????,??????,10??,???,????
??,????,??,????,122190,???,???,??,2022-06-29,17,???,???,50??,???,????
??,????,??,????,122190,???,???,??,2022-06-25,11,???,???,20??,???,????
??,????,??,????,122190,???,???,??,2022-06-25,23,???,??????,10??,???,????
??,????,??,?????,122190,???,???,???????,2022-08-24,18,??????????,??????,10???,???,????
??,????,??,?????,122190,???,???,???????,??,??,???,??????,10??,???,????
??,????,??,?????,122190,???,???,???????,2022-02-17,14,???,???,70???,???,????
??,????,??,?????,122190,???,???,???????,2022-03-24,13,???,??????,10??,???,????
??,????,??,?????,122190,???,???,???????,2022-04-15,18,???????????????????,??????,30??,???,????
??,????,??,?????,122190,???,???,???????,2022-06-11,05,???,??????,10??,???,????
??,????,??,?????,122190,???,???,???????,2022-06-25,23,??????????,??????,30??,???,????
??,????,??,?????,122190,???,???,???????,2022-07-03,22,??????????,??????,10??,???,????
??,????,??,?????,122190,???,???,???????,2022-02-04,15,??????????,??????,10??,???,????
??,????,??,?????,122190,???,???,???????,2022-10-02,17,???????????????????,??????,10??,???,????
??,????,??,?????,122190,???,???,???????,2022-12-08,11,???????????????????,??????,10??,???,????
??,????,??,?????,122190,???,???,???????,2022-07-22,15,???,???,10??,???,????
??,????,??,?????,122190,???,???,???????,2021-12-30,10,???????????????????,??????,20??,???,????
??,????,??,?????,122190,???,???,???????,2022-03-25,17,???????????????????,??????,70???,???,????
??,????,??,?????,122190,???,???,???????,2022-06-06,00,??????????,??????,10??,???,????
??,????,??,?????,122190,???,???,???????,2022-01-07,11,???????????????????,??????,20??,???,????
??,????,??,?????,122190,???,???,???????,2022-06-15,12,???????????????????,??????,40??,???,????
??,????,??,?????,122190,???,???,??,2022-09-27,18,?????,???,10??,???,????
??,????,??,?????,122190,???,???,?????,2022-06-02,21,??????????,??????,10??,???,????
??,????,??,?????,122190,???,???,?????,2022-07-15,19,??????????,??????,20??,???,????
??,????,???,?????,122297,???,????,???,2022-02-12,14,?????,??????,70???,???,????
??,????,???,?????,122068,???,????,??,2022-09-29,17,?????,??????,10??,???,????
??,????,???,?????,122068,???,????,???,2022-07-16,09,?????,???,70???,???,????
??,????,???,????,122068,???,????,??,2022-12-09,12,???????????????????,??????,10??,???,????
??,????,???,????,122068,???,????,??,2022-01-07,17,???,??????,20??,???,????
??,????,???,????,122068,???,????,??,2022-01-08,10,???,??????,10??,???,????
??,????,???,????,122068,???,????,??,2022-07-11,16,??????,??????,10??,???,????
??,????,???,????,122068,???,????,??,2022-09-07,17,???,??????,10??,???,????
??,????,???,????,122068,???,????,??,2022-09-08,11,???,??????,20??,???,????
??,????,???,????,122068,???,????,??,2022-09-16,14,???,??????,10??,???,????
??,????,???,????,122068,???,????,??,2022-09-25,10,???,??????,20??,???,????
??,????,???,????,122068,???,????,??,2022-10-16,18,???,??????,50??,???,????
??,????,???,????,122068,???,????,??,2022-10-22,13,???,??????,10??,???,????
??,????,???,????,122068,???,????,??????,2022-09-30,13,?????,??????,10??,???,????
??,????,???,????,122068,???,????,?????,2022-06-19,08,???,???,70???,???,????
??,????,???,????,122068,???,????,?????,2022-08-09,20,??????,??????,10??,???,????
??,????,???,????,122068,???,????,?????,2022-12-23,08,???,??????,10??,???,????
??,????,???,????,122068,???,????,??????,2022-08-17,22,???????????????????,??????,10??,???,????
??,????,???,????,122068,???,????,??????,2022-11-03,15,???,??????,10??,???,????
??,????,???,????,122068,???,????,??????,2022-11-24,16,?????,???,10??,???,????
??,????,???,??????,122068,???,????,?????,2022-10-11,09,???,??????,20??,???,????
??,????,???,??????,122068,???,????,?????,2022-01-06,20,???,??????,10??,???,????
??,????,???,??????,122068,???,????,?????,2022-02-21,07,??????,??????,10??,???,????
??,????,???,??????,122068,???,????,?????,2022-05-06,18,??????,??????,10??,???,????
??,????,???,??????,122068,???,????,?????,2022-11-21,06,???,??????,10??,???,????
??,????,???,??????,122068,???,????,?????,2022-11-29,00,???????????????????,??????,20??,???,????
??,????,???,??????,122068,???,????,??????,2022-11-21,17,??????,??????,10??,???,????
??,????,???,??????,122068,???,????,??????,2022-05-09,06,??????,??????,10??,???,????
??,????,???,???????,122068,???,????,?????,2022-07-09,12,???,??????,65-69?,???,????
??,????,???,???????,122068,???,????,?????,2022-05-20,16,???,??????,65-69?,???,????
??,????,???,???????,122068,???,????,?????,2022-08-31,09,???,??????,20??,???,????
??,????,???,???????,122068,???,????,?????,2022-09-17,17,???,???,20??,???,????
??,????,???,???????,122068,???,????,??????,2022-08-28,14,???,???,10??,???,????
??,????,???,???????,122068,???,????,?????,2022-12-06,14,???,??????,10??,???,????
